Fiscal Year,County,Region,Agency Type,Relative Adoption,Number of Consummated Adoptions
2016,Chambers,6-Houston,DFPS,Yes,1
2016,Chambers,6-Houston,DFPS,No,2
2016,Chambers,6-Houston,Non DFPS,No,2
2016,Cherokee,4-Tyler,DFPS,Yes,10
2016,Cherokee,4-Tyler,DFPS,No,9
2016,Cherokee,4-Tyler,Non DFPS,Yes,2
2016,Cherokee,4-Tyler,Non DFPS,No,10
2016,Childress,1-Lubbock,Non DFPS,No,1
2016,Clay,2-Abilene,Non DFPS,No,1
2016,Cochran,1-Lubbock,DFPS,Yes,2
2016,Coleman,2-Abilene,DFPS,Yes,1
2016,Collin,3-Arlington,DFPS,Yes,5
2016,Collin,3-Arlington,DFPS,No,7
2016,Collin,3-Arlington,Non DFPS,Yes,10
2016,Collin,3-Arlington,Non DFPS,No,53
2016,Collingsworth,1-Lubbock,DFPS,No,1
2016,Colorado,6-Houston,DFPS,Yes,1
2016,Comal,8-San Antonio,DFPS,Yes,25
2016,Comal,8-San Antonio,DFPS,No,2
2016,Comal,8-San Antonio,Non DFPS,Yes,5
2016,Comal,8-San Antonio,Non DFPS,No,16
2016,Comanche,2-Abilene,Non DFPS,Yes,2
2016,Comanche,2-Abilene,Non DFPS,No,1
2016,Cooke,3-Arlington,Non DFPS,Yes,2
2016,Cooke,3-Arlington,Non DFPS,No,6
2016,Coryell,7-Austin,DFPS,Yes,4
2016,Coryell,7-Austin,DFPS,No,2
2016,Coryell,7-Austin,Non DFPS,Yes,3
2016,Coryell,7-Austin,Non DFPS,No,6
2016,Crosby,1-Lubbock,DFPS,Yes,2
2016,Crosby,1-Lubbock,DFPS,No,1
2016,Dallam,1-Lubbock,DFPS,Yes,1
2016,Dallas,3-Arlington,DFPS,Yes,100
2016,Dallas,3-Arlington,DFPS,No,26
2016,Dallas,3-Arlington,Non DFPS,Yes,38
2016,Dallas,3-Arlington,Non DFPS,No,185
2016,Dawson,9-Midland,DFPS,Yes,4
2016,Dawson,9-Midland,Non DFPS,Yes,7
2016,Dawson,9-Midland,Non DFPS,No,6
2016,Deaf Smith,1-Lubbock,DFPS,Yes,9
2016,Deaf Smith,1-Lubbock,DFPS,No,2
2016,Deaf Smith,1-Lubbock,Non DFPS,Yes,1
2016,Deaf Smith,1-Lubbock,Non DFPS,No,1
2016,Delta,4-Tyler,Non DFPS,No,6
2016,Denton,3-Arlington,DFPS,Yes,8
2016,Denton,3-Arlington,Non DFPS,Yes,24
2016,Denton,3-Arlington,Non DFPS,No,74
2016,DeWitt,8-San Antonio,DFPS,Yes,6
2016,DeWitt,8-San Antonio,DFPS,No,2
2016,DeWitt,8-San Antonio,Non DFPS,No,2
2016,Dimmit,8-San Antonio,DFPS,Yes,6
2016,Donley,1-Lubbock,DFPS,Yes,1
2016,Duval,11-Edinburg,DFPS,No,2
2016,Ector,9-Midland,DFPS,Yes,12
2016,Ector,9-Midland,DFPS,No,2
2016,Ector,9-Midland,Non DFPS,Yes,17
2016,Ector,9-Midland,Non DFPS,No,28
2016,Edwards,8-San Antonio,DFPS,Yes,1
2016,Ellis,3-Arlington,DFPS,Yes,4
2016,Ellis,3-Arlington,Non DFPS,Yes,3
2016,Ellis,3-Arlington,Non DFPS,No,8
2016,El Paso,10-El Paso,DFPS,Yes,38
2016,El Paso,10-El Paso,DFPS,No,35
2016,El Paso,10-El Paso,Non DFPS,Yes,6
2016,El Paso,10-El Paso,Non DFPS,No,28
2016,Erath,3-Arlington,Non DFPS,No,1
2016,Falls,7-Austin,DFPS,Yes,2
2016,Fannin,3-Arlington,DFPS,Yes,1
2016,Fannin,3-Arlington,Non DFPS,Yes,2
2016,Fannin,3-Arlington,Non DFPS,No,2
2016,Fayette,7-Austin,DFPS,Yes,4
2016,Fayette,7-Austin,Non DFPS,Yes,1
2016,Floyd,1-Lubbock,DFPS,Yes,2
2016,Fort Bend,6-Houston,DFPS,Yes,4
2016,Fort Bend,6-Houston,Non DFPS,Yes,9
2016,Fort Bend,6-Houston,Non DFPS,No,10
2016,Frio,8-San Antonio,DFPS,Yes,12
2016,Frio,8-San Antonio,Non DFPS,Yes,4
2016,Frio,8-San Antonio,Non DFPS,No,3
2016,Gaines,9-Midland,DFPS,Yes,1
2016,Gaines,9-Midland,Non DFPS,No,1
2016,Galveston,6-Houston,DFPS,Yes,4
2016,Galveston,6-Houston,DFPS,No,4
2016,Galveston,6-Houston,Non DFPS,Yes,24
2016,Galveston,6-Houston,Non DFPS,No,24
2016,Garza,1-Lubbock,Non DFPS,Yes,1
2016,Gillespie,8-San Antonio,DFPS,Yes,1
2016,Gillespie,8-San Antonio,Non DFPS,No,2
2016,Gonzales,8-San Antonio,DFPS,Yes,7
2016,Gonzales,8-San Antonio,DFPS,No,1
2016,Gonzales,8-San Antonio,Non DFPS,Yes,6
2016,Gonzales,8-San Antonio,Non DFPS,No,2
2016,Gray,1-Lubbock,Non DFPS,No,2
2016,Grayson,3-Arlington,DFPS,Yes,7
2016,Grayson,3-Arlington,DFPS,No,2
2016,Grayson,3-Arlington,Non DFPS,Yes,18
2016,Grayson,3-Arlington,Non DFPS,No,8
2016,Gregg,4-Tyler,DFPS,Yes,5
2016,Gregg,4-Tyler,DFPS,No,12
2016,Gregg,4-Tyler,Non DFPS,Yes,1
2016,Gregg,4-Tyler,Non DFPS,No,21
2016,Grimes,7-Austin,DFPS,Yes,1
2016,Grimes,7-Austin,Non DFPS,No,1
2016,Guadalupe,8-San Antonio,DFPS,Yes,10
2016,Guadalupe,8-San Antonio,DFPS,No,1
2016,Guadalupe,8-San Antonio,Non DFPS,Yes,3
2016,Guadalupe,8-San Antonio,Non DFPS,No,2
2016,Hale,1-Lubbock,DFPS,Yes,12
2016,Hale,1-Lubbock,Non DFPS,Yes,1
2016,Hale,1-Lubbock,Non DFPS,No,9
2016,Hall,1-Lubbock,DFPS,Yes,3
2016,Hall,1-Lubbock,Non DFPS,No,2
2016,Hamilton,7-Austin,Non DFPS,Yes,1
2016,Hansford,1-Lubbock,DFPS,Yes,3
2016,Hardin,5-Beaumont,DFPS,Yes,4
2016,Hardin,5-Beaumont,DFPS,No,1
2016,Hardin,5-Beaumont,Non DFPS,No,3
2016,Harris,6-Houston,DFPS,Yes,45
2016,Harris,6-Houston,DFPS,No,32
2016,Harris,6-Houston,Non DFPS,Yes,290
2016,Harris,6-Houston,Non DFPS,No,349
2016,Harrison,4-Tyler,DFPS,Yes,9
2016,Harrison,4-Tyler,DFPS,No,2
2016,Harrison,4-Tyler,Non DFPS,No,5
2016,Hays,7-Austin,DFPS,Yes,20
2016,Hays,7-Austin,DFPS,No,3
2016,Hays,7-Austin,Non DFPS,Yes,8
2016,Hays,7-Austin,Non DFPS,No,9
2016,Henderson,4-Tyler,DFPS,Yes,12
2016,Henderson,4-Tyler,DFPS,No,6
2016,Henderson,4-Tyler,Non DFPS,Yes,14
2016,Henderson,4-Tyler,Non DFPS,No,13
2016,Hidalgo,11-Edinburg,DFPS,Yes,3
2016,Hidalgo,11-Edinburg,DFPS,No,3
2016,Hidalgo,11-Edinburg,Non DFPS,No,27
2016,Hill,7-Austin,DFPS,Yes,10
2016,Hill,7-Austin,DFPS,No,1
2016,Hill,7-Austin,Non DFPS,Yes,2
2016,Hill,7-Austin,Non DFPS,No,8
2016,Hockley,1-Lubbock,DFPS,Yes,1
2016,Hockley,1-Lubbock,DFPS,No,1
2016,Hockley,1-Lubbock,Non DFPS,Yes,1
2016,Hockley,1-Lubbock,Non DFPS,No,5
2016,Hood,3-Arlington,DFPS,Yes,2
2016,Hood,3-Arlington,DFPS,No,1
2016,Hood,3-Arlington,Non DFPS,No,10
2016,Hopkins,4-Tyler,DFPS,Yes,5
2016,Hopkins,4-Tyler,DFPS,No,3
2016,Hopkins,4-Tyler,Non DFPS,Yes,1
2016,Hopkins,4-Tyler,Non DFPS,No,5
2016,Houston,5-Beaumont,DFPS,Yes,1
2016,Houston,5-Beaumont,Non DFPS,Yes,2
2016,Howard,9-Midland,DFPS,Yes,6
2016,Howard,9-Midland,Non DFPS,Yes,8
2016,Howard,9-Midland,Non DFPS,No,9
2016,Hunt,3-Arlington,DFPS,Yes,7
2016,Hunt,3-Arlington,DFPS,No,3
2016,Hunt,3-Arlington,Non DFPS,Yes,40
2016,Hunt,3-Arlington,Non DFPS,No,24
2016,Hutchinson,1-Lubbock,DFPS,No,1
2016,Hutchinson,1-Lubbock,Non DFPS,Yes,3
2016,Hutchinson,1-Lubbock,Non DFPS,No,4
2016,Jackson,8-San Antonio,DFPS,Yes,4
2016,Jackson,8-San Antonio,Non DFPS,Yes,2
2016,Jasper,5-Beaumont,DFPS,Yes,3
2016,Jasper,5-Beaumont,DFPS,No,3
2016,Jasper,5-Beaumont,Non DFPS,Yes,2
2016,Jasper,5-Beaumont,Non DFPS,No,1
2016,Jefferson,5-Beaumont,DFPS,Yes,9
2016,Jefferson,5-Beaumont,DFPS,No,30
2016,Jefferson,5-Beaumont,Non DFPS,Yes,11
2016,Jefferson,5-Beaumont,Non DFPS,No,13
2016,Jim Hogg,11-Edinburg,DFPS,Yes,2
2016,Jim Hogg,11-Edinburg,Non DFPS,Yes,3
2016,Jim Wells,11-Edinburg,DFPS,Yes,8
2016,Jim Wells,11-Edinburg,DFPS,No,1
2016,Jim Wells,11-Edinburg,Non DFPS,Yes,2
2016,Johnson,3-Arlington,DFPS,Yes,1
2016,Johnson,3-Arlington,Non DFPS,Yes,16
2016,Johnson,3-Arlington,Non DFPS,No,17
2016,Jones,2-Abilene,Non DFPS,No,1
2016,Karnes,8-San Antonio,DFPS,Yes,15
2016,Kaufman,3-Arlington,DFPS,Yes,8
2016,Kaufman,3-Arlington,DFPS,No,2
2016,Kaufman,3-Arlington,Non DFPS,Yes,2
2016,Kaufman,3-Arlington,Non DFPS,No,20
2016,Kendall,8-San Antonio,DFPS,Yes,2
2016,Kendall,8-San Antonio,Non DFPS,Yes,1
2016,Kendall,8-San Antonio,Non DFPS,No,2
2016,Kerr,8-San Antonio,DFPS,Yes,1
2016,Kerr,8-San Antonio,Non DFPS,Yes,16
2016,Kerr,8-San Antonio,Non DFPS,No,12
2016,Kimble,9-Midland,Non DFPS,Yes,1
2016,Kleberg,11-Edinburg,DFPS,Yes,2
2016,Lamar,4-Tyler,DFPS,No,3
2016,Lamar,4-Tyler,Non DFPS,No,2
2016,Lamb,1-Lubbock,DFPS,Yes,5
2016,Lamb,1-Lubbock,Non DFPS,Yes,4
2016,Lamb,1-Lubbock,Non DFPS,No,2
2016,Lampasas,7-Austin,Non DFPS,Yes,2
2016,Lavaca,8-San Antonio,DFPS,Yes,1
2016,Lavaca,8-San Antonio,DFPS,No,1
2016,Lavaca,8-San Antonio,Non DFPS,Yes,1
2016,Lee,7-Austin,DFPS,Yes,9
2016,Lee,7-Austin,DFPS,No,1
2016,Leon,7-Austin,DFPS,Yes,1
2016,Leon,7-Austin,Non DFPS,No,2
2016,Liberty,6-Houston,Non DFPS,Yes,2
2016,Liberty,6-Houston,Non DFPS,No,8
2016,Live Oak,11-Edinburg,DFPS,Yes,3
2016,Live Oak,11-Edinburg,Non DFPS,No,2
2016,Llano,7-Austin,DFPS,Yes,4
2016,Llano,7-Austin,DFPS,No,1
2016,Llano,7-Austin,Non DFPS,No,3
2016,Lubbock,1-Lubbock,DFPS,Yes,58
2016,Lubbock,1-Lubbock,DFPS,No,27
2016,Lubbock,1-Lubbock,Non DFPS,Yes,23
2016,Lubbock,1-Lubbock,Non DFPS,No,96
2016,Lynn,1-Lubbock,DFPS,Yes,2
2016,Matagorda,6-Houston,DFPS,Yes,2
2016,Matagorda,6-Houston,Non DFPS,Yes,1
2016,Maverick,8-San Antonio,DFPS,Yes,1
2016,McCulloch,9-Midland,Non DFPS,Yes,1
2016,McCulloch,9-Midland,Non DFPS,No,4
2016,McLennan,7-Austin,DFPS,Yes,80
2016,McLennan,7-Austin,DFPS,No,13
2016,McLennan,7-Austin,Non DFPS,Yes,11
2016,McLennan,7-Austin,Non DFPS,No,35
2016,Medina,8-San Antonio,DFPS,Yes,5
2016,Medina,8-San Antonio,Non DFPS,Yes,6
2016,Medina,8-San Antonio,Non DFPS,No,10
2016,Midland,9-Midland,DFPS,Yes,5
2016,Midland,9-Midland,Non DFPS,Yes,5
2016,Midland,9-Midland,Non DFPS,No,20
2016,Milam,7-Austin,DFPS,Yes,12
2016,Milam,7-Austin,DFPS,No,1
2016,Milam,7-Austin,Non DFPS,Yes,1
2016,Milam,7-Austin,Non DFPS,No,1
2016,Montague,2-Abilene,Non DFPS,Yes,1
2016,Montague,2-Abilene,Non DFPS,No,2
2016,Montgomery,6-Houston,DFPS,Yes,7
2016,Montgomery,6-Houston,DFPS,No,5
2016,Montgomery,6-Houston,Non DFPS,Yes,38
2016,Montgomery,6-Houston,Non DFPS,No,38
2016,Morris,4-Tyler,DFPS,Yes,2
2016,Morris,4-Tyler,Non DFPS,Yes,1
2016,Nacogdoches,5-Beaumont,DFPS,Yes,3
2016,Nacogdoches,5-Beaumont,DFPS,No,6
2016,Nacogdoches,5-Beaumont,Non DFPS,Yes,3
2016,Nacogdoches,5-Beaumont,Non DFPS,No,17
2016,Navarro,3-Arlington,DFPS,Yes,1
2016,Navarro,3-Arlington,DFPS,No,6
2016,Navarro,3-Arlington,Non DFPS,Yes,1
2016,Navarro,3-Arlington,Non DFPS,No,2
2016,Nolan,2-Abilene,Non DFPS,No,1
2016,Nueces,11-Edinburg,DFPS,Yes,23
2016,Nueces,11-Edinburg,DFPS,No,8
2016,Nueces,11-Edinburg,Non DFPS,Yes,2
2016,Nueces,11-Edinburg,Non DFPS,No,20
2016,Orange,5-Beaumont,DFPS,Yes,4
2016,Orange,5-Beaumont,DFPS,No,10
2016,Orange,5-Beaumont,Non DFPS,No,14
2016,Palo Pinto,3-Arlington,DFPS,Yes,3
2016,Palo Pinto,3-Arlington,Non DFPS,Yes,3
2016,Palo Pinto,3-Arlington,Non DFPS,No,6
2016,Parker,3-Arlington,DFPS,Yes,5
2016,Parker,3-Arlington,Non DFPS,Yes,13
2016,Parker,3-Arlington,Non DFPS,No,37
2016,Parmer,1-Lubbock,DFPS,Yes,3
2016,Polk,5-Beaumont,DFPS,No,1
2016,Polk,5-Beaumont,Non DFPS,Yes,3
2016,Polk,5-Beaumont,Non DFPS,No,1
2016,Potter,1-Lubbock,DFPS,Yes,28
2016,Potter,1-Lubbock,DFPS,No,20
2016,Potter,1-Lubbock,Non DFPS,Yes,2
2016,Potter,1-Lubbock,Non DFPS,No,23
2016,Rains,4-Tyler,DFPS,Yes,3
2016,Rains,4-Tyler,DFPS,No,1
2016,Rains,4-Tyler,Non DFPS,No,8
2016,Randall,1-Lubbock,DFPS,Yes,18
2016,Randall,1-Lubbock,DFPS,No,13
2016,Randall,1-Lubbock,Non DFPS,No,15
2016,Reagan,9-Midland,Non DFPS,Yes,2
2016,Red River,4-Tyler,DFPS,Yes,2
2016,Red River,4-Tyler,Non DFPS,No,1
2016,Reeves,9-Midland,Non DFPS,Yes,2
2016,Robertson,7-Austin,DFPS,Yes,1
2016,Rockwall,3-Arlington,DFPS,Yes,3
2016,Rockwall,3-Arlington,DFPS,No,1
2016,Rockwall,3-Arlington,Non DFPS,Yes,4
2016,Rockwall,3-Arlington,Non DFPS,No,3
2016,Runnels,2-Abilene,Non DFPS,No,3
2016,Rusk,4-Tyler,DFPS,Yes,2
2016,Rusk,4-Tyler,DFPS,No,4
2016,Rusk,4-Tyler,Non DFPS,No,3
2016,Sabine,5-Beaumont,Non DFPS,Yes,2
2016,San Augustine,5-Beaumont,DFPS,No,1
2016,San Augustine,5-Beaumont,Non DFPS,No,1
2016,San Jacinto,5-Beaumont,DFPS,No,1
2016,San Jacinto,5-Beaumont,Non DFPS,No,2
2016,San Patricio,11-Edinburg,DFPS,Yes,5
2016,San Patricio,11-Edinburg,Non DFPS,Yes,5
2016,San Patricio,11-Edinburg,Non DFPS,No,11
2016,San Saba,7-Austin,DFPS,Yes,9
2016,San Saba,7-Austin,Non DFPS,No,1
2016,Scurry,2-Abilene,Non DFPS,Yes,1
2016,Shelby,5-Beaumont,Non DFPS,Yes,1
2016,Shelby,5-Beaumont,Non DFPS,No,4
2016,Sherman,1-Lubbock,Non DFPS,No,1
2016,Smith,4-Tyler,DFPS,Yes,21
2016,Smith,4-Tyler,DFPS,No,13
2016,Smith,4-Tyler,Non DFPS,Yes,3
2016,Smith,4-Tyler,Non DFPS,No,23
2016,Starr,11-Edinburg,DFPS,Yes,1
2016,Starr,11-Edinburg,Non DFPS,No,1
2016,Swisher,1-Lubbock,DFPS,Yes,1
2016,Swisher,1-Lubbock,DFPS,No,1
2016,Tarrant,3-Arlington,DFPS,Yes,8
2016,Tarrant,3-Arlington,DFPS,No,3
2016,Tarrant,3-Arlington,Non DFPS,Yes,64
2016,Tarrant,3-Arlington,Non DFPS,No,203
2016,Taylor,2-Abilene,Non DFPS,Yes,16
2016,Taylor,2-Abilene,Non DFPS,No,16
2016,Terry,1-Lubbock,DFPS,Yes,3
2016,Terry,1-Lubbock,DFPS,No,1
2016,Terry,1-Lubbock,Non DFPS,Yes,2
2016,Titus,4-Tyler,DFPS,Yes,2
2016,Titus,4-Tyler,DFPS,No,1
2016,Titus,4-Tyler,Non DFPS,Yes,1
2016,Tom Green,9-Midland,DFPS,Yes,21
2016,Tom Green,9-Midland,DFPS,No,3
2016,Tom Green,9-Midland,Non DFPS,Yes,24
2016,Tom Green,9-Midland,Non DFPS,No,32
2016,Travis,7-Austin,DFPS,Yes,92
2016,Travis,7-Austin,DFPS,No,22
2016,Travis,7-Austin,Non DFPS,Yes,58
2016,Travis,7-Austin,Non DFPS,No,91
2016,Trinity,5-Beaumont,DFPS,Yes,2
2016,Tyler,5-Beaumont,Non DFPS,No,1
2016,Upshur,4-Tyler,DFPS,No,5
2016,Upshur,4-Tyler,Non DFPS,No,4
2016,Upton,9-Midland,DFPS,Yes,3
2016,Uvalde,8-San Antonio,Non DFPS,Yes,6
2016,Uvalde,8-San Antonio,Non DFPS,No,4
2016,Val Verde,8-San Antonio,DFPS,Yes,1
2016,Val Verde,8-San Antonio,Non DFPS,Yes,3
2016,Van Zandt,4-Tyler,DFPS,Yes,14
2016,Van Zandt,4-Tyler,DFPS,No,3
2016,Van Zandt,4-Tyler,Non DFPS,Yes,2
2016,Van Zandt,4-Tyler,Non DFPS,No,7
2016,Victoria,8-San Antonio,DFPS,Yes,9
2016,Victoria,8-San Antonio,DFPS,No,11
2016,Victoria,8-San Antonio,Non DFPS,Yes,1
2016,Victoria,8-San Antonio,Non DFPS,No,3
2016,Walker,6-Houston,DFPS,Yes,1
2016,Walker,6-Houston,DFPS,No,4
2016,Walker,6-Houston,Non DFPS,Yes,2
2016,Walker,6-Houston,Non DFPS,No,2
2016,Waller,6-Houston,Non DFPS,No,4
2016,Ward,9-Midland,Non DFPS,No,1
2016,Washington,7-Austin,DFPS,Yes,3
2016,Washington,7-Austin,Non DFPS,Yes,1
2016,Washington,7-Austin,Non DFPS,No,4
2016,Webb,11-Edinburg,DFPS,Yes,23
2016,Webb,11-Edinburg,DFPS,No,3
2016,Webb,11-Edinburg,Non DFPS,Yes,9
2016,Webb,11-Edinburg,Non DFPS,No,16
2016,Wharton,6-Houston,Non DFPS,Yes,3
2016,Wharton,6-Houston,Non DFPS,No,2
2016,Wheeler,1-Lubbock,DFPS,Yes,3
2016,Wheeler,1-Lubbock,DFPS,No,2
2016,Wichita,2-Abilene,Non DFPS,Yes,5
2016,Wichita,2-Abilene,Non DFPS,No,41
2016,Wilbarger,2-Abilene,Non DFPS,No,1
2016,Willacy,11-Edinburg,DFPS,Yes,6
2016,Willacy,11-Edinburg,Non DFPS,No,4
2016,Williamson,7-Austin,DFPS,Yes,29
2016,Williamson,7-Austin,DFPS,No,13
2016,Williamson,7-Austin,Non DFPS,Yes,10
2016,Williamson,7-Austin,Non DFPS,No,32
2016,Wilson,8-San Antonio,DFPS,Yes,6
2016,Wilson,8-San Antonio,Non DFPS,Yes,2
2016,Wilson,8-San Antonio,Non DFPS,No,5
2016,Wise,3-Arlington,DFPS,No,2
2016,Wise,3-Arlington,Non DFPS,Yes,5
2016,Wise,3-Arlington,Non DFPS,No,4
2016,Wood,4-Tyler,DFPS,Yes,13
2016,Wood,4-Tyler,Non DFPS,Yes,2
2016,Wood,4-Tyler,Non DFPS,No,10
2016,Yoakum,1-Lubbock,DFPS,Yes,2
2016,Young,2-Abilene,Non DFPS,Yes,2
2016,Zavala,8-San Antonio,DFPS,Yes,8
2015,Anderson,4-Tyler,DFPS,Yes,3
2015,Anderson,4-Tyler,DFPS,No,1
2015,Anderson,4-Tyler,Non DFPS,No,5
2015,Andrews,9-Midland,DFPS,Yes,1
2015,Andrews,9-Midland,Non DFPS,No,1
2015,Angelina,5-Beaumont,DFPS,Yes,5
2015,Angelina,5-Beaumont,DFPS,No,2
2015,Angelina,5-Beaumont,Non DFPS,No,2
2015,Aransas,11-Edinburg,DFPS,Yes,3
2015,Aransas,11-Edinburg,Non DFPS,Yes,2
2015,Aransas,11-Edinburg,Non DFPS,No,3
2015,Atascosa,8-San Antonio,DFPS,Yes,31
2015,Atascosa,8-San Antonio,DFPS,No,2
2015,Atascosa,8-San Antonio,Non DFPS,Yes,13
2015,Atascosa,8-San Antonio,Non DFPS,No,6
2015,Austin,6-Houston,DFPS,Yes,1
2015,Bandera,8-San Antonio,DFPS,Yes,4
2015,Bandera,8-San Antonio,Non DFPS,Yes,3
2015,Bandera,8-San Antonio,Non DFPS,No,4
2015,Bastrop,7-Austin,DFPS,Yes,24
2015,Bastrop,7-Austin,DFPS,No,9
2015,Bastrop,7-Austin,Non DFPS,Yes,1
2015,Bastrop,7-Austin,Non DFPS,No,15
2015,Bee,11-Edinburg,DFPS,Yes,4
2015,Bee,11-Edinburg,Non DFPS,No,2
2015,Bell,7-Austin,DFPS,Yes,21
2015,Bell,7-Austin,DFPS,No,11
2015,Bell,7-Austin,Non DFPS,Yes,4
2015,Bell,7-Austin,Non DFPS,No,35
2015,Bexar,8-San Antonio,DFPS,Yes,449
2015,Bexar,8-San Antonio,DFPS,No,47
2015,Bexar,8-San Antonio,Non DFPS,Yes,125
2015,Bexar,8-San Antonio,Non DFPS,No,357
2015,Bosque,7-Austin,DFPS,Yes,1
2015,Bosque,7-Austin,Non DFPS,Yes,2
2015,Bosque,7-Austin,Non DFPS,No,5
2015,Bowie,4-Tyler,DFPS,Yes,2
2015,Bowie,4-Tyler,DFPS,No,1
2015,Bowie,4-Tyler,Non DFPS,No,2
2015,Brazoria,6-Houston,DFPS,Yes,5
2015,Brazoria,6-Houston,DFPS,No,1
2015,Brazoria,6-Houston,Non DFPS,Yes,1
2015,Brazoria,6-Houston,Non DFPS,No,8
2015,Brazos,7-Austin,DFPS,Yes,15
2015,Brazos,7-Austin,DFPS,No,2
2015,Brazos,7-Austin,Non DFPS,Yes,4
2015,Brazos,7-Austin,Non DFPS,No,5
2015,Brown,2-Abilene,DFPS,Yes,3
2015,Brown,2-Abilene,DFPS,No,3
2015,Brown,2-Abilene,Non DFPS,Yes,2
2015,Brown,2-Abilene,Non DFPS,No,16
2015,Burleson,7-Austin,DFPS,Yes,4
2015,Burleson,7-Austin,DFPS,No,1
2015,Burleson,7-Austin,Non DFPS,No,1
2015,Burnet,7-Austin,DFPS,Yes,11
2015,Burnet,7-Austin,DFPS,No,1
2015,Burnet,7-Austin,Non DFPS,Yes,2
2015,Burnet,7-Austin,Non DFPS,No,5
2015,Caldwell,7-Austin,DFPS,Yes,12
2015,Caldwell,7-Austin,DFPS,No,1
2015,Caldwell,7-Austin,Non DFPS,Yes,4
2015,Caldwell,7-Austin,Non DFPS,No,4
2015,Calhoun,8-San Antonio,Non DFPS,No,3
2015,Callahan,2-Abilene,Non DFPS,Yes,1
2015,Cameron,11-Edinburg,DFPS,Yes,6
2015,Cameron,11-Edinburg,DFPS,No,2
2015,Cameron,11-Edinburg,Non DFPS,No,6
2015,Camp,4-Tyler,Non DFPS,No,12
2015,Cass,4-Tyler,DFPS,Yes,2
2015,Cass,4-Tyler,DFPS,No,1
2015,Cass,4-Tyler,Non DFPS,Yes,1
2015,Castro,1-Lubbock,DFPS,Yes,2
2015,Chambers,6-Houston,DFPS,No,1
2015,Chambers,6-Houston,Non DFPS,Yes,1
2015,Chambers,6-Houston,Non DFPS,No,5
2015,Cherokee,4-Tyler,DFPS,Yes,12
2015,Cherokee,4-Tyler,DFPS,No,1
2015,Cherokee,4-Tyler,Non DFPS,No,19
2015,Childress,1-Lubbock,Non DFPS,No,2
2015,Clay,2-Abilene,Non DFPS,Yes,1
2015,Cochran,1-Lubbock,DFPS,No,1
2015,Coleman,2-Abilene,DFPS,Yes,1
2015,Coleman,2-Abilene,Non DFPS,No,1
2015,Collin,3-Arlington,DFPS,Yes,16
2015,Collin,3-Arlington,DFPS,No,8
2015,Collin,3-Arlington,Non DFPS,Yes,4
2015,Collin,3-Arlington,Non DFPS,No,40
2015,Collingsworth,1-Lubbock,DFPS,Yes,1
2015,Collingsworth,1-Lubbock,DFPS,No,1
2015,Colorado,6-Houston,DFPS,No,2
2015,Colorado,6-Houston,Non DFPS,Yes,1
2015,Comal,8-San Antonio,DFPS,Yes,13
2015,Comal,8-San Antonio,DFPS,No,5
2015,Comal,8-San Antonio,Non DFPS,Yes,16
2015,Comal,8-San Antonio,Non DFPS,No,12
2015,Comanche,2-Abilene,Non DFPS,No,5
2015,Cooke,3-Arlington,DFPS,Yes,1
2015,Cooke,3-Arlington,DFPS,No,3
2015,Cooke,3-Arlington,Non DFPS,No,10
2015,Coryell,7-Austin,DFPS,Yes,2
2015,Coryell,7-Austin,Non DFPS,No,3
2015,Crosby,1-Lubbock,Non DFPS,No,1
2015,Culberson,10-El Paso,DFPS,Yes,1
2015,Dallas,3-Arlington,DFPS,Yes,111
2015,Dallas,3-Arlington,DFPS,No,22
2015,Dallas,3-Arlington,Non DFPS,Yes,20
2015,Dallas,3-Arlington,Non DFPS,No,167
2015,Dawson,9-Midland,Non DFPS,Yes,4
2015,Dawson,9-Midland,Non DFPS,No,2
2015,Deaf Smith,1-Lubbock,DFPS,Yes,3
2015,Deaf Smith,1-Lubbock,DFPS,No,1
2015,Delta,4-Tyler,DFPS,Yes,1
2015,Delta,4-Tyler,DFPS,No,1
2015,Denton,3-Arlington,DFPS,Yes,8
2015,Denton,3-Arlington,DFPS,No,3
2015,Denton,3-Arlington,Non DFPS,Yes,24
2015,Denton,3-Arlington,Non DFPS,No,47
2015,Dickens,1-Lubbock,DFPS,Yes,1
2015,Dimmit,8-San Antonio,Non DFPS,No,4
2015,Donley,1-Lubbock,DFPS,Yes,1
2015,Duval,11-Edinburg,Non DFPS,No,2
2015,Eastland,2-Abilene,Non DFPS,Yes,2
2015,Eastland,2-Abilene,Non DFPS,No,1
2015,Ector,9-Midland,DFPS,Yes,15
2015,Ector,9-Midland,DFPS,No,5
2015,Ector,9-Midland,Non DFPS,Yes,14
2015,Ector,9-Midland,Non DFPS,No,39
2015,Ellis,3-Arlington,DFPS,Yes,4
2015,Ellis,3-Arlington,Non DFPS,No,8
2015,El Paso,10-El Paso,DFPS,Yes,36
2015,El Paso,10-El Paso,DFPS,No,32
2015,El Paso,10-El Paso,Non DFPS,Yes,7
2015,El Paso,10-El Paso,Non DFPS,No,34
2015,Erath,3-Arlington,DFPS,Yes,1
2015,Erath,3-Arlington,Non DFPS,No,1
2015,Falls,7-Austin,DFPS,Yes,4
2015,Falls,7-Austin,DFPS,No,5
2015,Fannin,3-Arlington,DFPS,No,2
2015,Fannin,3-Arlington,Non DFPS,Yes,2
2015,Fannin,3-Arlington,Non DFPS,No,7
2015,Fayette,7-Austin,DFPS,Yes,6
