Fiscal Year,County,Region,Agency Type,Relative Adoption,Number of Consummated Adoptions
2019,Wichita,2-Abilene,Non DFPS,Yes,9
2019,Wichita,2-Abilene,Non DFPS,No,33
2019,Wilbarger,2-Abilene,Non DFPS,Yes,3
2019,Wilbarger,2-Abilene,Non DFPS,No,3
2019,Willacy,11-Edinburg,Non DFPS,No,6
2019,Williamson,7-Austin,DFPS,Yes,7
2019,Williamson,7-Austin,DFPS,No,6
2019,Williamson,7-Austin,Non DFPS,Yes,43
2019,Williamson,7-Austin,Non DFPS,No,66
2019,Wilson,8-San Antonio,DFPS,Yes,1
2019,Wilson,8-San Antonio,Non DFPS,Yes,3
2019,Wilson,8-San Antonio,Non DFPS,No,1
2019,Winkler,9-Midland,DFPS,Yes,1
2019,Wise,3-Arlington,Non DFPS,Yes,7
2019,Wise,3-Arlington,Non DFPS,No,3
2019,Wood,4-Tyler,DFPS,Yes,1
2019,Wood,4-Tyler,DFPS,No,1
2019,Wood,4-Tyler,Non DFPS,Yes,3
2019,Wood,4-Tyler,Non DFPS,No,4
2019,Young,2-Abilene,DFPS,Yes,1
2019,Young,2-Abilene,Non DFPS,Yes,6
2019,Young,2-Abilene,Non DFPS,No,5
2019,Zavala,8-San Antonio,DFPS,Yes,3
2018,Anderson,4-Tyler,DFPS,Yes,1
2018,Anderson,4-Tyler,Non DFPS,No,1
2018,Andrews,9-Midland,Non DFPS,Yes,1
2018,Angelina,5-Beaumont,DFPS,Yes,1
2018,Angelina,5-Beaumont,DFPS,No,7
2018,Angelina,5-Beaumont,Non DFPS,Yes,9
2018,Angelina,5-Beaumont,Non DFPS,No,4
2018,Aransas,11-Edinburg,DFPS,Yes,4
2018,Aransas,11-Edinburg,Non DFPS,Yes,3
2018,Aransas,11-Edinburg,Non DFPS,No,7
2018,Archer,2-Abilene,Non DFPS,No,1
2018,Atascosa,8-San Antonio,DFPS,Yes,12
2018,Atascosa,8-San Antonio,DFPS,No,3
2018,Atascosa,8-San Antonio,Non DFPS,Yes,5
2018,Atascosa,8-San Antonio,Non DFPS,No,6
2018,Austin,6-Houston,Non DFPS,No,1
2018,Bailey,1-Lubbock,Non DFPS,No,1
2018,Bandera,8-San Antonio,DFPS,Yes,1
2018,Bandera,8-San Antonio,Non DFPS,Yes,2
2018,Bandera,8-San Antonio,Non DFPS,No,6
2018,Bastrop,7-Austin,DFPS,Yes,20
2018,Bastrop,7-Austin,DFPS,No,9
2018,Bastrop,7-Austin,Non DFPS,Yes,3
2018,Bastrop,7-Austin,Non DFPS,No,7
2018,Baylor,2-Abilene,Non DFPS,No,1
2018,Bee,11-Edinburg,Non DFPS,Yes,2
2018,Bee,11-Edinburg,Non DFPS,No,6
2018,Bell,7-Austin,DFPS,Yes,19
2018,Bell,7-Austin,DFPS,No,14
2018,Bell,7-Austin,Non DFPS,Yes,37
2018,Bell,7-Austin,Non DFPS,No,45
2018,Bexar,8-San Antonio,DFPS,Yes,314
2018,Bexar,8-San Antonio,DFPS,No,50
2018,Bexar,8-San Antonio,Non DFPS,Yes,171
2018,Bexar,8-San Antonio,Non DFPS,No,283
2018,Blanco,7-Austin,Non DFPS,Yes,1
2018,Bosque,7-Austin,DFPS,Yes,2
2018,Bosque,7-Austin,DFPS,No,3
2018,Bosque,7-Austin,Non DFPS,Yes,3
2018,Bosque,7-Austin,Non DFPS,No,1
2018,Bowie,4-Tyler,DFPS,Yes,5
2018,Bowie,4-Tyler,DFPS,No,4
2018,Bowie,4-Tyler,Non DFPS,Yes,1
2018,Bowie,4-Tyler,Non DFPS,No,1
2018,Brazoria,6-Houston,DFPS,Yes,2
2018,Brazoria,6-Houston,DFPS,No,2
2018,Brazoria,6-Houston,Non DFPS,Yes,2
2018,Brazoria,6-Houston,Non DFPS,No,10
2018,Brazos,7-Austin,DFPS,Yes,7
2018,Brazos,7-Austin,DFPS,No,3
2018,Brazos,7-Austin,Non DFPS,No,11
2018,Brewster,10-El Paso,DFPS,Yes,2
2018,Brown,2-Abilene,DFPS,Yes,1
2018,Brown,2-Abilene,DFPS,No,2
2018,Brown,2-Abilene,Non DFPS,Yes,9
2018,Brown,2-Abilene,Non DFPS,No,21
2018,Burleson,7-Austin,DFPS,Yes,4
2018,Burleson,7-Austin,Non DFPS,Yes,1
2018,Burleson,7-Austin,Non DFPS,No,2
2018,Burnet,7-Austin,DFPS,Yes,2
2018,Burnet,7-Austin,Non DFPS,Yes,13
2018,Burnet,7-Austin,Non DFPS,No,17
2018,Caldwell,7-Austin,DFPS,Yes,6
2018,Caldwell,7-Austin,DFPS,No,2
2018,Caldwell,7-Austin,Non DFPS,Yes,4
2018,Caldwell,7-Austin,Non DFPS,No,1
2018,Calhoun,8-San Antonio,DFPS,Yes,1
2018,Calhoun,8-San Antonio,Non DFPS,No,3
2018,Callahan,2-Abilene,DFPS,Yes,2
2018,Callahan,2-Abilene,Non DFPS,Yes,2
2018,Cameron,11-Edinburg,DFPS,Yes,13
2018,Cameron,11-Edinburg,Non DFPS,Yes,3
2018,Cameron,11-Edinburg,Non DFPS,No,18
2018,Camp,4-Tyler,DFPS,Yes,1
2018,Camp,4-Tyler,DFPS,No,1
2018,Camp,4-Tyler,Non DFPS,No,1
2018,Carson,1-Lubbock,Non DFPS,No,1
2018,Cass,4-Tyler,DFPS,Yes,1
2018,Cass,4-Tyler,DFPS,No,1
2018,Chambers,6-Houston,DFPS,Yes,1
2018,Chambers,6-Houston,Non DFPS,Yes,1
2018,Chambers,6-Houston,Non DFPS,No,1
2018,Cherokee,4-Tyler,DFPS,Yes,11
2018,Cherokee,4-Tyler,DFPS,No,3
2018,Cherokee,4-Tyler,Non DFPS,Yes,7
2018,Cherokee,4-Tyler,Non DFPS,No,3
2018,Childress,1-Lubbock,DFPS,Yes,2
2018,Childress,1-Lubbock,DFPS,No,1
2018,Childress,1-Lubbock,Non DFPS,No,3
2018,Coke,9-Midland,Non DFPS,Yes,2
2018,Coleman,2-Abilene,Non DFPS,Yes,1
2018,Collin,3-Arlington,DFPS,Yes,7
2018,Collin,3-Arlington,DFPS,No,11
2018,Collin,3-Arlington,Non DFPS,Yes,27
2018,Collin,3-Arlington,Non DFPS,No,45
2018,Collingsworth,1-Lubbock,DFPS,Yes,1
2018,Collingsworth,1-Lubbock,Non DFPS,No,1
2018,Colorado,6-Houston,DFPS,Yes,3
2018,Colorado,6-Houston,DFPS,No,1
2018,Colorado,6-Houston,Non DFPS,Yes,3
2018,Colorado,6-Houston,Non DFPS,No,1
2018,Comal,8-San Antonio,DFPS,Yes,11
2018,Comal,8-San Antonio,DFPS,No,1
2018,Comal,8-San Antonio,Non DFPS,Yes,21
2018,Comal,8-San Antonio,Non DFPS,No,23
2018,Comanche,2-Abilene,Non DFPS,No,3
2018,Concho,9-Midland,Non DFPS,Yes,2
2018,Cooke,3-Arlington,DFPS,Yes,1
2018,Cooke,3-Arlington,DFPS,No,1
2018,Cooke,3-Arlington,Non DFPS,Yes,4
2018,Cooke,3-Arlington,Non DFPS,No,9
2018,Coryell,7-Austin,Non DFPS,Yes,3
2018,Coryell,7-Austin,Non DFPS,No,4
2018,Crockett,9-Midland,DFPS,Yes,2
2018,Crosby,1-Lubbock,DFPS,Yes,10
2018,Crosby,1-Lubbock,Non DFPS,No,3
2018,Dallam,1-Lubbock,DFPS,No,1
2018,Dallas,3-Arlington,DFPS,Yes,90
2018,Dallas,3-Arlington,DFPS,No,27
2018,Dallas,3-Arlington,Non DFPS,Yes,51
2018,Dallas,3-Arlington,Non DFPS,No,162
2018,Dawson,9-Midland,Non DFPS,Yes,3
2018,Dawson,9-Midland,Non DFPS,No,1
2018,Deaf Smith,1-Lubbock,DFPS,Yes,1
2018,Deaf Smith,1-Lubbock,DFPS,No,2
2018,Deaf Smith,1-Lubbock,Non DFPS,No,1
2018,Denton,3-Arlington,DFPS,Yes,6
2018,Denton,3-Arlington,DFPS,No,11
2018,Denton,3-Arlington,Non DFPS,Yes,22
2018,Denton,3-Arlington,Non DFPS,No,44
2018,DeWitt,8-San Antonio,DFPS,Yes,7
2018,DeWitt,8-San Antonio,DFPS,No,2
2018,DeWitt,8-San Antonio,Non DFPS,Yes,1
2018,Dimmit,8-San Antonio,DFPS,Yes,4
2018,Dimmit,8-San Antonio,Non DFPS,Yes,4
2018,Duval,11-Edinburg,DFPS,Yes,1
2018,Duval,11-Edinburg,Non DFPS,No,3
2018,Eastland,2-Abilene,DFPS,Yes,1
2018,Eastland,2-Abilene,Non DFPS,Yes,2
2018,Eastland,2-Abilene,Non DFPS,No,2
2018,Ector,9-Midland,DFPS,Yes,7
2018,Ector,9-Midland,DFPS,No,3
2018,Ector,9-Midland,Non DFPS,Yes,7
2018,Ector,9-Midland,Non DFPS,No,38
2018,Ellis,3-Arlington,DFPS,Yes,6
2018,Ellis,3-Arlington,DFPS,No,1
2018,Ellis,3-Arlington,Non DFPS,Yes,4
2018,Ellis,3-Arlington,Non DFPS,No,8
2018,El Paso,10-El Paso,DFPS,Yes,26
2018,El Paso,10-El Paso,DFPS,No,28
2018,El Paso,10-El Paso,Non DFPS,Yes,4
2018,El Paso,10-El Paso,Non DFPS,No,10
2018,Erath,3-Arlington,Non DFPS,No,7
2018,Falls,7-Austin,Non DFPS,No,2
2018,Fannin,3-Arlington,DFPS,No,2
2018,Fannin,3-Arlington,Non DFPS,Yes,4
2018,Fannin,3-Arlington,Non DFPS,No,8
2018,Fayette,7-Austin,DFPS,Yes,2
2018,Fayette,7-Austin,Non DFPS,No,2
2018,Fisher,2-Abilene,Non DFPS,Yes,1
2018,Fisher,2-Abilene,Non DFPS,No,2
2018,Floyd,1-Lubbock,DFPS,Yes,3
2018,Fort Bend,6-Houston,DFPS,Yes,4
2018,Fort Bend,6-Houston,DFPS,No,8
2018,Fort Bend,6-Houston,Non DFPS,Yes,8
2018,Fort Bend,6-Houston,Non DFPS,No,19
2018,Freestone,7-Austin,DFPS,No,2
2018,Freestone,7-Austin,Non DFPS,No,1
2018,Frio,8-San Antonio,DFPS,Yes,13
2018,Frio,8-San Antonio,DFPS,No,2
2018,Frio,8-San Antonio,Non DFPS,Yes,13
2018,Frio,8-San Antonio,Non DFPS,No,4
2018,Gaines,9-Midland,DFPS,Yes,2
2018,Gaines,9-Midland,Non DFPS,Yes,2
2018,Gaines,9-Midland,Non DFPS,No,1
2018,Galveston,6-Houston,DFPS,Yes,8
2018,Galveston,6-Houston,DFPS,No,4
2018,Galveston,6-Houston,Non DFPS,Yes,15
2018,Galveston,6-Houston,Non DFPS,No,30
2018,Gillespie,8-San Antonio,Non DFPS,Yes,4
2018,Gillespie,8-San Antonio,Non DFPS,No,2
2018,Gonzales,8-San Antonio,Non DFPS,Yes,2
2018,Gonzales,8-San Antonio,Non DFPS,No,5
2018,Gray,1-Lubbock,Non DFPS,No,7
2018,Grayson,3-Arlington,DFPS,Yes,2
2018,Grayson,3-Arlington,DFPS,No,4
2018,Grayson,3-Arlington,Non DFPS,Yes,22
2018,Grayson,3-Arlington,Non DFPS,No,13
2018,Gregg,4-Tyler,DFPS,Yes,7
2018,Gregg,4-Tyler,DFPS,No,3
2018,Gregg,4-Tyler,Non DFPS,Yes,2
2018,Gregg,4-Tyler,Non DFPS,No,22
2018,Grimes,7-Austin,DFPS,Yes,2
2018,Grimes,7-Austin,Non DFPS,No,2
2018,Guadalupe,8-San Antonio,DFPS,Yes,12
2018,Guadalupe,8-San Antonio,DFPS,No,3
2018,Guadalupe,8-San Antonio,Non DFPS,Yes,10
2018,Guadalupe,8-San Antonio,Non DFPS,No,7
2018,Hale,1-Lubbock,DFPS,Yes,1
2018,Hale,1-Lubbock,Non DFPS,No,1
2018,Hamilton,7-Austin,Non DFPS,Yes,4
2018,Hansford,1-Lubbock,DFPS,Yes,1
2018,Hansford,1-Lubbock,Non DFPS,Yes,1
2018,Hardin,5-Beaumont,DFPS,Yes,1
2018,Hardin,5-Beaumont,DFPS,No,1
2018,Hardin,5-Beaumont,Non DFPS,No,2
2018,Harris,6-Houston,DFPS,Yes,62
2018,Harris,6-Houston,DFPS,No,33
2018,Harris,6-Houston,Non DFPS,Yes,283
2018,Harris,6-Houston,Non DFPS,No,259
2018,Harrison,4-Tyler,DFPS,Yes,1
2018,Harrison,4-Tyler,DFPS,No,2
2018,Harrison,4-Tyler,Non DFPS,No,4
2018,Haskell,2-Abilene,Non DFPS,No,2
2018,Hays,7-Austin,DFPS,Yes,20
2018,Hays,7-Austin,DFPS,No,7
2018,Hays,7-Austin,Non DFPS,Yes,11
2018,Hays,7-Austin,Non DFPS,No,13
2018,Henderson,4-Tyler,DFPS,Yes,10
2018,Henderson,4-Tyler,DFPS,No,1
2018,Henderson,4-Tyler,Non DFPS,Yes,5
2018,Henderson,4-Tyler,Non DFPS,No,8
2018,Hidalgo,11-Edinburg,DFPS,Yes,2
2018,Hidalgo,11-Edinburg,DFPS,No,5
2018,Hidalgo,11-Edinburg,Non DFPS,Yes,2
2018,Hidalgo,11-Edinburg,Non DFPS,No,20
2018,Hill,7-Austin,DFPS,Yes,5
2018,Hill,7-Austin,DFPS,No,4
2018,Hill,7-Austin,Non DFPS,Yes,6
2018,Hill,7-Austin,Non DFPS,No,1
2018,Hockley,1-Lubbock,DFPS,Yes,13
2018,Hockley,1-Lubbock,DFPS,No,2
2018,Hockley,1-Lubbock,Non DFPS,Yes,1
2018,Hockley,1-Lubbock,Non DFPS,No,2
2018,Hood,3-Arlington,Non DFPS,Yes,2
2018,Hood,3-Arlington,Non DFPS,No,6
2018,Hopkins,4-Tyler,DFPS,Yes,4
2018,Hopkins,4-Tyler,DFPS,No,4
2018,Hopkins,4-Tyler,Non DFPS,Yes,1
2018,Hopkins,4-Tyler,Non DFPS,No,11
2018,Houston,5-Beaumont,DFPS,Yes,5
2018,Houston,5-Beaumont,DFPS,No,5
2018,Houston,5-Beaumont,Non DFPS,Yes,3
2018,Houston,5-Beaumont,Non DFPS,No,2
2018,Howard,9-Midland,DFPS,Yes,2
2018,Howard,9-Midland,Non DFPS,Yes,6
2018,Howard,9-Midland,Non DFPS,No,6
2018,Hunt,3-Arlington,DFPS,Yes,3
2018,Hunt,3-Arlington,DFPS,No,1
2018,Hunt,3-Arlington,Non DFPS,Yes,12
2018,Hunt,3-Arlington,Non DFPS,No,37
2018,Hutchinson,1-Lubbock,DFPS,Yes,7
2018,Hutchinson,1-Lubbock,DFPS,No,6
2018,Jack,2-Abilene,Non DFPS,Yes,1
2018,Jack,2-Abilene,Non DFPS,No,4
2018,Jackson,8-San Antonio,DFPS,Yes,4
2018,Jackson,8-San Antonio,DFPS,No,1
2018,Jackson,8-San Antonio,Non DFPS,No,2
2018,Jasper,5-Beaumont,DFPS,Yes,14
2018,Jasper,5-Beaumont,DFPS,No,5
2018,Jasper,5-Beaumont,Non DFPS,Yes,1
2018,Jasper,5-Beaumont,Non DFPS,No,3
2018,Jefferson,5-Beaumont,DFPS,Yes,23
2018,Jefferson,5-Beaumont,DFPS,No,19
2018,Jefferson,5-Beaumont,Non DFPS,Yes,15
2018,Jefferson,5-Beaumont,Non DFPS,No,18
2018,Jim Wells,11-Edinburg,DFPS,Yes,10
2018,Jim Wells,11-Edinburg,Non DFPS,No,1
2018,Johnson,3-Arlington,DFPS,No,1
2018,Johnson,3-Arlington,Non DFPS,Yes,29
2018,Johnson,3-Arlington,Non DFPS,No,31
2018,Karnes,8-San Antonio,DFPS,Yes,2
2018,Karnes,8-San Antonio,DFPS,No,1
2018,Karnes,8-San Antonio,Non DFPS,Yes,4
2018,Karnes,8-San Antonio,Non DFPS,No,1
2018,Kaufman,3-Arlington,DFPS,Yes,6
2018,Kaufman,3-Arlington,DFPS,No,3
2018,Kaufman,3-Arlington,Non DFPS,Yes,11
2018,Kaufman,3-Arlington,Non DFPS,No,17
2018,Kendall,8-San Antonio,Non DFPS,Yes,2
2018,Kendall,8-San Antonio,Non DFPS,No,6
2018,Kerr,8-San Antonio,DFPS,No,2
2018,Kerr,8-San Antonio,Non DFPS,Yes,6
2018,Kerr,8-San Antonio,Non DFPS,No,2
2018,Kleberg,11-Edinburg,DFPS,Yes,6
2018,Kleberg,11-Edinburg,Non DFPS,No,7
2018,Lamar,4-Tyler,DFPS,Yes,4
2018,Lamar,4-Tyler,DFPS,No,2
2018,Lamar,4-Tyler,Non DFPS,Yes,7
2018,Lamar,4-Tyler,Non DFPS,No,1
2018,Lampasas,7-Austin,DFPS,Yes,5
2018,Lampasas,7-Austin,DFPS,No,1
2018,Lampasas,7-Austin,Non DFPS,No,2
2018,La Salle,8-San Antonio,DFPS,Yes,1
2018,La Salle,8-San Antonio,Non DFPS,No,1
2018,Lavaca,8-San Antonio,DFPS,Yes,5
2018,Lavaca,8-San Antonio,Non DFPS,Yes,1
2018,Lavaca,8-San Antonio,Non DFPS,No,1
2018,Lee,7-Austin,DFPS,No,1
2018,Leon,7-Austin,Non DFPS,Yes,2
2018,Liberty,6-Houston,DFPS,Yes,2
2018,Liberty,6-Houston,DFPS,No,5
2018,Liberty,6-Houston,Non DFPS,Yes,16
2018,Liberty,6-Houston,Non DFPS,No,22
2018,Limestone,7-Austin,DFPS,Yes,3
2018,Limestone,7-Austin,Non DFPS,Yes,1
2018,Limestone,7-Austin,Non DFPS,No,3
2018,Live Oak,11-Edinburg,Non DFPS,No,2
2018,Llano,7-Austin,DFPS,Yes,1
2018,Llano,7-Austin,Non DFPS,No,3
2018,Lubbock,1-Lubbock,DFPS,Yes,99
2018,Lubbock,1-Lubbock,DFPS,No,19
2018,Lubbock,1-Lubbock,Non DFPS,Yes,23
2018,Lubbock,1-Lubbock,Non DFPS,No,86
2018,Lynn,1-Lubbock,DFPS,No,1
2018,Madison,7-Austin,DFPS,Yes,2
2018,Marion,4-Tyler,Non DFPS,No,1
2018,Matagorda,6-Houston,Non DFPS,Yes,2
2018,Matagorda,6-Houston,Non DFPS,No,1
2018,McCulloch,9-Midland,Non DFPS,No,1
2018,McLennan,7-Austin,DFPS,Yes,54
2018,McLennan,7-Austin,DFPS,No,8
2018,McLennan,7-Austin,Non DFPS,Yes,17
2018,McLennan,7-Austin,Non DFPS,No,36
2018,Medina,8-San Antonio,DFPS,Yes,1
2018,Medina,8-San Antonio,Non DFPS,Yes,19
2018,Menard,9-Midland,Non DFPS,Yes,5
2018,Midland,9-Midland,DFPS,Yes,2
2018,Midland,9-Midland,DFPS,No,1
2018,Midland,9-Midland,Non DFPS,Yes,4
2018,Midland,9-Midland,Non DFPS,No,21
2018,Milam,7-Austin,DFPS,Yes,10
2018,Milam,7-Austin,Non DFPS,Yes,1
2018,Mills,7-Austin,Non DFPS,Yes,1
2018,Mills,7-Austin,Non DFPS,No,1
2018,Montague,2-Abilene,DFPS,Yes,1
2018,Montague,2-Abilene,Non DFPS,Yes,3
2018,Montague,2-Abilene,Non DFPS,No,5
2018,Montgomery,6-Houston,DFPS,Yes,8
2018,Montgomery,6-Houston,DFPS,No,7
2018,Montgomery,6-Houston,Non DFPS,Yes,27
2018,Montgomery,6-Houston,Non DFPS,No,50
2018,Moore,1-Lubbock,DFPS,Yes,3
2018,Moore,1-Lubbock,Non DFPS,No,5
2018,Morris,4-Tyler,DFPS,No,1
2018,Morris,4-Tyler,Non DFPS,No,2
2018,Nacogdoches,5-Beaumont,DFPS,Yes,11
2018,Nacogdoches,5-Beaumont,DFPS,No,8
2018,Nacogdoches,5-Beaumont,Non DFPS,No,5
2018,Navarro,3-Arlington,DFPS,Yes,2
2018,Navarro,3-Arlington,DFPS,No,2
2018,Navarro,3-Arlington,Non DFPS,Yes,4
2018,Navarro,3-Arlington,Non DFPS,No,6
2018,Newton,5-Beaumont,DFPS,No,6
2018,Nolan,2-Abilene,Non DFPS,Yes,2
2018,Nueces,11-Edinburg,DFPS,Yes,42
2018,Nueces,11-Edinburg,DFPS,No,1
2018,Nueces,11-Edinburg,Non DFPS,Yes,2
2018,Nueces,11-Edinburg,Non DFPS,No,30
2018,Orange,5-Beaumont,DFPS,Yes,9
2018,Orange,5-Beaumont,DFPS,No,9
2018,Orange,5-Beaumont,Non DFPS,No,14
2018,Palo Pinto,3-Arlington,DFPS,Yes,2
2018,Palo Pinto,3-Arlington,Non DFPS,Yes,10
2018,Palo Pinto,3-Arlington,Non DFPS,No,19
2018,Panola,4-Tyler,DFPS,Yes,9
2018,Panola,4-Tyler,DFPS,No,1
2018,Panola,4-Tyler,Non DFPS,Yes,2
2018,Parker,3-Arlington,Non DFPS,Yes,26
2018,Parker,3-Arlington,Non DFPS,No,13
2018,Parmer,1-Lubbock,DFPS,Yes,4
2018,Pecos,9-Midland,Non DFPS,No,1
2018,Polk,5-Beaumont,DFPS,No,1
2018,Polk,5-Beaumont,Non DFPS,No,6
2018,Potter,1-Lubbock,DFPS,Yes,9
2018,Potter,1-Lubbock,DFPS,No,8
2018,Potter,1-Lubbock,Non DFPS,Yes,7
2018,Potter,1-Lubbock,Non DFPS,No,22
2018,Rains,4-Tyler,Non DFPS,No,6
2018,Randall,1-Lubbock,DFPS,Yes,21
2018,Randall,1-Lubbock,DFPS,No,7
2018,Randall,1-Lubbock,Non DFPS,Yes,6
2018,Randall,1-Lubbock,Non DFPS,No,13
2018,Real,8-San Antonio,Non DFPS,Yes,3
2018,Red River,4-Tyler,DFPS,Yes,2
2018,Reeves,9-Midland,DFPS,Yes,1
2018,Reeves,9-Midland,Non DFPS,Yes,2
2018,Robertson,7-Austin,Non DFPS,Yes,1
2018,Robertson,7-Austin,Non DFPS,No,2
2018,Rockwall,3-Arlington,Non DFPS,Yes,2
2018,Rockwall,3-Arlington,Non DFPS,No,6
2018,Runnels,2-Abilene,Non DFPS,Yes,4
2018,Rusk,4-Tyler,DFPS,No,5
2018,Rusk,4-Tyler,Non DFPS,Yes,1
2018,Rusk,4-Tyler,Non DFPS,No,5
2018,Sabine,5-Beaumont,DFPS,Yes,1
2018,Sabine,5-Beaumont,Non DFPS,Yes,4
2018,San Patricio,11-Edinburg,DFPS,Yes,13
2018,San Patricio,11-Edinburg,Non DFPS,Yes,5
2018,San Patricio,11-Edinburg,Non DFPS,No,6
2018,San Saba,7-Austin,Non DFPS,No,2
2018,Shelby,5-Beaumont,DFPS,No,1
2018,Shelby,5-Beaumont,Non DFPS,No,3
2018,Smith,4-Tyler,DFPS,Yes,17
2018,Smith,4-Tyler,DFPS,No,9
2018,Smith,4-Tyler,Non DFPS,Yes,10
2018,Smith,4-Tyler,Non DFPS,No,28
2018,Somervell,3-Arlington,Non DFPS,Yes,2
2018,Starr,11-Edinburg,DFPS,No,3
2018,Sutton,9-Midland,DFPS,Yes,4
2018,Swisher,1-Lubbock,DFPS,Yes,1
2018,Swisher,1-Lubbock,Non DFPS,No,3
2018,Tarrant,3-Arlington,DFPS,Yes,1
2018,Tarrant,3-Arlington,DFPS,No,2
2018,Tarrant,3-Arlington,Non DFPS,Yes,68
2018,Tarrant,3-Arlington,Non DFPS,No,273
2018,Taylor,2-Abilene,DFPS,Yes,1
2018,Taylor,2-Abilene,DFPS,No,3
2018,Taylor,2-Abilene,Non DFPS,Yes,21
2018,Taylor,2-Abilene,Non DFPS,No,14
2018,Terry,1-Lubbock,DFPS,No,5
2018,Titus,4-Tyler,DFPS,Yes,2
2018,Titus,4-Tyler,Non DFPS,No,1
2018,Tom Green,9-Midland,DFPS,Yes,9
2018,Tom Green,9-Midland,Non DFPS,Yes,23
2018,Tom Green,9-Midland,Non DFPS,No,14
2018,Travis,7-Austin,DFPS,Yes,63
2018,Travis,7-Austin,DFPS,No,16
2018,Travis,7-Austin,Non DFPS,Yes,53
2018,Travis,7-Austin,Non DFPS,No,113
2018,Trinity,5-Beaumont,Non DFPS,Yes,1
2018,Trinity,5-Beaumont,Non DFPS,No,1
2018,Tyler,5-Beaumont,DFPS,No,6
2018,Upshur,4-Tyler,DFPS,Yes,7
2018,Upshur,4-Tyler,DFPS,No,2
2018,Upshur,4-Tyler,Non DFPS,No,3
2018,Uvalde,8-San Antonio,DFPS,Yes,5
2018,Uvalde,8-San Antonio,Non DFPS,Yes,7
2018,Uvalde,8-San Antonio,Non DFPS,No,8
2018,Val Verde,8-San Antonio,DFPS,Yes,5
2018,Van Zandt,4-Tyler,DFPS,Yes,13
2018,Van Zandt,4-Tyler,DFPS,No,1
2018,Van Zandt,4-Tyler,Non DFPS,Yes,4
2018,Van Zandt,4-Tyler,Non DFPS,No,13
2018,Victoria,8-San Antonio,DFPS,Yes,5
2018,Victoria,8-San Antonio,DFPS,No,7
2018,Victoria,8-San Antonio,Non DFPS,Yes,3
2018,Victoria,8-San Antonio,Non DFPS,No,7
2018,Walker,6-Houston,DFPS,Yes,3
2018,Walker,6-Houston,DFPS,No,2
2018,Walker,6-Houston,Non DFPS,Yes,2
2018,Waller,6-Houston,DFPS,No,2
2018,Waller,6-Houston,Non DFPS,Yes,1
2018,Waller,6-Houston,Non DFPS,No,4
2018,Ward,9-Midland,DFPS,Yes,1
2018,Ward,9-Midland,Non DFPS,Yes,1
2018,Ward,9-Midland,Non DFPS,No,1
2018,Washington,7-Austin,DFPS,Yes,1
2018,Washington,7-Austin,Non DFPS,Yes,1
2018,Webb,11-Edinburg,DFPS,Yes,15
2018,Webb,11-Edinburg,DFPS,No,2
2018,Webb,11-Edinburg,Non DFPS,No,13
2018,Wharton,6-Houston,DFPS,No,2
2018,Wharton,6-Houston,Non DFPS,No,3
2018,Wichita,2-Abilene,DFPS,Yes,1
2018,Wichita,2-Abilene,Non DFPS,Yes,17
2018,Wichita,2-Abilene,Non DFPS,No,21
2018,Wilbarger,2-Abilene,Non DFPS,No,1
2018,Willacy,11-Edinburg,Non DFPS,No,4
2018,Williamson,7-Austin,DFPS,Yes,15
2018,Williamson,7-Austin,DFPS,No,6
2018,Williamson,7-Austin,Non DFPS,Yes,23
2018,Williamson,7-Austin,Non DFPS,No,34
2018,Wilson,8-San Antonio,DFPS,Yes,1
2018,Wilson,8-San Antonio,Non DFPS,Yes,1
2018,Wilson,8-San Antonio,Non DFPS,No,3
2018,Winkler,9-Midland,DFPS,Yes,2
2018,Winkler,9-Midland,Non DFPS,Yes,1
2018,Wise,3-Arlington,DFPS,Yes,3
2018,Wise,3-Arlington,Non DFPS,Yes,10
2018,Wise,3-Arlington,Non DFPS,No,4
2018,Wood,4-Tyler,DFPS,Yes,8
2018,Wood,4-Tyler,Non DFPS,No,1
2018,Yoakum,1-Lubbock,DFPS,No,4
2018,Young,2-Abilene,DFPS,Yes,1
2018,Young,2-Abilene,Non DFPS,Yes,10
2018,Young,2-Abilene,Non DFPS,No,6
2018,Zapata,11-Edinburg,DFPS,Yes,1
2018,Zavala,8-San Antonio,DFPS,Yes,2
2017,Anderson,4-Tyler,DFPS,Yes,3
2017,Anderson,4-Tyler,DFPS,No,2
2017,Anderson,4-Tyler,Non DFPS,No,2
2017,Andrews,9-Midland,DFPS,Yes,3
2017,Andrews,9-Midland,DFPS,No,1
2017,Andrews,9-Midland,Non DFPS,Yes,8
2017,Andrews,9-Midland,Non DFPS,No,3
2017,Angelina,5-Beaumont,DFPS,Yes,13
2017,Angelina,5-Beaumont,DFPS,No,6
2017,Angelina,5-Beaumont,Non DFPS,Yes,6
2017,Angelina,5-Beaumont,Non DFPS,No,15
2017,Aransas,11-Edinburg,DFPS,Yes,2
2017,Aransas,11-Edinburg,Non DFPS,No,5
2017,Atascosa,8-San Antonio,DFPS,Yes,15
2017,Atascosa,8-San Antonio,DFPS,No,1
2017,Atascosa,8-San Antonio,Non DFPS,Yes,6
2017,Atascosa,8-San Antonio,Non DFPS,No,10
2017,Austin,6-Houston,DFPS,Yes,1
2017,Austin,6-Houston,DFPS,No,1
2017,Bailey,1-Lubbock,DFPS,Yes,4
2017,Bailey,1-Lubbock,DFPS,No,1
