Fiscal Year,County,Number of Consummated Adoptions,Map ID
2018,Cooke,15,48097
2018,Coryell,7,48099
2018,Cottle,0,48101
2018,Crane,0,48103
2018,Crockett,2,48105
2018,Crosby,13,48107
2018,Culberson,0,48109
2018,Dallam,1,48111
2018,Dallas,330,48113
2018,Dawson,4,48115
2018,Deaf Smith,4,48117
2018,Delta,0,48119
2018,Denton,83,48121
2018,Dewitt,0,48123
2018,Dickens,0,48125
2018,Dimmit,8,48127
2018,Donley,0,48129
2018,Duval,4,48131
2018,Eastland,5,48133
2018,Ector,55,48135
2018,Edwards,0,48137
2018,Ellis,19,48139
2018,El Paso,68,48141
2018,Erath,7,48143
2018,Falls,2,48145
2018,Fannin,14,48147
2018,Fayette,4,48149
2018,Fisher,3,48151
2018,Floyd,3,48153
2018,Foard,0,48155
2018,Fort Bend,39,48157
2018,Franklin,0,48159
2018,Freestone,3,48161
2018,Frio,32,48163
2018,Gaines,5,48165
2018,Galveston,57,48167
2018,Garza,0,48169
2018,Gillespie,6,48171
2018,Glasscock,0,48173
2018,Goliad,0,48175
2018,Gonzales,7,48177
2018,Gray,7,48179
2018,Grayson,41,48181
2018,Gregg,34,48183
2018,Grimes,4,48185
2018,Guadalupe,32,48187
2018,Hale,2,48189
2018,Hall,0,48191
2018,Hamilton,4,48193
2018,Hansford,2,48195
2018,Hardeman,0,48197
2018,Hardin,4,48199
2018,Harris,637,48201
2018,Harrison,7,48203
2018,Hartley,0,48205
2018,Haskell,2,48207
2018,Hays,51,48209
2018,Hemphill,0,48211
2018,Henderson,24,48213
2018,Hidalgo,29,48215
2018,Hill,16,48217
2018,Hockley,18,48219
2018,Hood,8,48221
2018,Hopkins,20,48223
2018,Houston,15,48225
2018,Howard,14,48227
2018,Hudspeth,0,48229
2018,Hunt,53,48231
2018,Hutchinson,13,48233
2018,Irion,0,48235
2018,Jack,5,48237
2018,Jackson,7,48239
2018,Jasper,23,48241
2018,Jeff Davis,0,48243
2018,Jefferson,75,48245
2018,Jim Hogg,0,48247
2018,Jim Wells,11,48249
2018,Johnson,61,48251
2018,Jones,0,48253
2018,Karnes,8,48255
2018,Kaufman,37,48257
2018,Kendall,8,48259
2018,Kenedy,0,48261
2018,Kent,0,48263
2018,Kerr,10,48265
2018,Kimble,0,48267
2018,King,0,48269
2018,Kinney,0,48271
2018,Kleberg,13,48273
2018,Knox,0,48275
2018,Lamar,14,48277
2018,Lamb,0,48279
2018,Lampasas,8,48281
2018,La Salle,2,48283
2018,Lavaca,7,48285
2018,Lee,1,48287
2018,Leon,2,48289
2018,Liberty,45,48291
2018,Limestone,7,48293
2018,Lipscomb,0,48295
2018,Live Oak,2,48297
2018,Llano,4,48299
2018,Loving,0,48301
2018,Lubbock,227,48303
2018,Lynn,1,48305
2018,Mcculloch,0,48307
2018,Mclennan,0,48309
2018,Mcmullen,0,48311
2018,Madison,2,48313
2018,Marion,1,48315
2018,Martin,0,48317
2018,Mason,0,48319
2018,Matagorda,3,48321
2018,Maverick,0,48323
2018,Medina,20,48325
2018,Menard,5,48327
2018,Midland,28,48329
2018,Milam,11,48331
2018,Mills,2,48333
2018,Mitchell,0,48335
2018,Montague,9,48337
2018,Montgomery,92,48339
2018,Moore,8,48341
2018,Morris,3,48343
2018,Motley,0,48345
2018,Nacogdoches,24,48347
2018,Navarro,14,48349
2018,Newton,6,48351
2018,Nolan,2,48353
2018,Nueces,75,48355
2018,Ochiltree,0,48357
2018,Oldham,0,48359
2018,Orange,32,48361
2018,Palo Pinto,31,48363
2018,Panola,12,48365
2018,Parker,39,48367
2018,Parmer,4,48369
2018,Pecos,1,48371
2018,Polk,7,48373
2018,Potter,46,48375
2018,Presidio,0,48377
2018,Rains,6,48379
2018,Randall,47,48381
2018,Reagan,0,48383
2018,Real,3,48385
2018,Red River,2,48387
2018,Reeves,3,48389
2018,Refugio,0,48391
2018,Roberts,0,48393
2018,Robertson,3,48395
2018,Rockwall,8,48397
2018,Runnels,4,48399
2018,Rusk,11,48401
2018,Sabine,5,48403
2018,San Augustine,0,48405
2018,San Jacinto,0,48407
2018,San Patricio,24,48409
2018,San Saba,2,48411
2018,Schleicher,0,48413
2018,Scurry,0,48415
2018,Shackelford,0,48417
2018,Shelby,4,48419
2018,Sherman,0,48421
2018,Smith,64,48423
2018,Somervell,2,48425
2018,Starr,3,48427
2018,Stephens,0,48429
2018,Sterling,0,48431
2018,Stonewall,0,48433
2018,Sutton,4,48435
2018,Swisher,4,48437
2018,Tarrant,344,48439
2018,Taylor,39,48441
2018,Terrell,0,48443
2018,Terry,5,48445
2018,Throckmorton,0,48447
2018,Titus,3,48449
2018,Tom Green,46,48451
2018,Travis,245,48453
2018,Trinity,2,48455
2018,Tyler,6,48457
2018,Upshur,12,48459
2018,Upton,0,48461
2018,Uvalde,20,48463
2018,Val Verde,5,48465
2018,Van Zandt,31,48467
2018,Victoria,22,48469
2018,Walker,7,48471
2018,Waller,7,48473
2018,Ward,3,48475
2018,Washington,2,48477
2018,Webb,30,48479
2018,Wharton,5,48481
2018,Wheeler,0,48483
2018,Wichita,39,48485
2018,Wilbarger,1,48487
2018,Willacy,4,48489
2018,Williamson,78,48491
2018,Wilson,5,48493
2018,Winkler,3,48495
2018,Wise,17,48497
2018,Wood,9,48499
2018,Yoakum,4,48501
2018,Young,17,48503
2018,Zapata,1,48505
2018,Zavala,2,48507
2019,Anderson,10,48001
2019,Andrews,2,48003
2019,Angelina,35,48005
2019,Aransas,30,48007
2019,Archer,0,48009
2019,Armstrong,0,48011
2019,Atascosa,27,48013
2019,Austin,0,48015
2019,Bailey,0,48017
2019,Bandera,8,48019
2019,Bastrop,23,48021
2019,Baylor,0,48023
2019,Bee,10,48025
2019,Bell,160,48027
2019,Bexar,906,48029
2019,Blanco,2,48031
2019,Borden,0,48033
2019,Bosque,9,48035
2019,Bowie,15,48037
2019,Brazoria,33,48039
2019,Brazos,41,48041
2019,Brewster,1,48043
2019,Briscoe,0,48045
2019,Brooks,4,48047
2019,Brown,26,48049
2019,Burleson,1,48051
2019,Burnet,19,48053
2019,Caldwell,28,48055
2019,Calhoun,2,48057
2019,Callahan,1,48059
2019,Cameron,48,48061
2019,Camp,1,48063
2019,Carson,4,48065
2019,Cass,2,48067
2019,Castro,2,48069
2019,Chambers,6,48071
2019,Cherokee,22,48073
2019,Childress,2,48075
2019,Clay,1,48077
2019,Cochran,0,48079
2019,Coke,6,48081
2019,Coleman,7,48083
2019,Collin,66,48085
2019,Collingsworth,0,48087
2019,Colorado,5,48089
2019,Comal,50,48091
2019,Comanche,2,48093
2019,Concho,0,48095
2019,Cooke,27,48097
2019,Coryell,19,48099
2019,Cottle,0,48101
2019,Crane,3,48103
2019,Crockett,0,48105
2019,Crosby,2,48107
2019,Culberson,0,48109
2019,Dallam,2,48111
2019,Dallas,327,48113
2019,Dawson,0,48115
2019,Deaf Smith,10,48117
2019,Delta,6,48119
2019,Denton,104,48121
2019,Dewitt,0,48123
2019,Dickens,0,48125
2019,Dimmit,2,48127
2019,Donley,2,48129
2019,Duval,0,48131
2019,Eastland,5,48133
2019,Ector,44,48135
2019,Edwards,0,48137
2019,Ellis,31,48139
2019,El Paso,99,48141
2019,Erath,9,48143
2019,Falls,4,48145
2019,Fannin,11,48147
2019,Fayette,2,48149
2019,Fisher,0,48151
2019,Floyd,4,48153
2019,Foard,0,48155
2019,Fort Bend,38,48157
2019,Franklin,3,48159
2019,Freestone,7,48161
2019,Frio,16,48163
2019,Gaines,4,48165
2019,Galveston,60,48167
2019,Garza,0,48169
2019,Gillespie,3,48171
2019,Glasscock,0,48173
2019,Goliad,0,48175
2019,Gonzales,1,48177
2019,Gray,12,48179
2019,Grayson,47,48181
2019,Gregg,32,48183
2019,Grimes,5,48185
2019,Guadalupe,48,48187
2019,Hale,3,48189
2019,Hall,1,48191
2019,Hamilton,0,48193
2019,Hansford,0,48195
2019,Hardeman,0,48197
2019,Hardin,13,48199
2019,Harris,786,48201
2019,Harrison,16,48203
2019,Hartley,0,48205
2019,Haskell,1,48207
2019,Hays,62,48209
2019,Hemphill,3,48211
2019,Henderson,42,48213
2019,Hidalgo,27,48215
2019,Hill,19,48217
2019,Hockley,21,48219
2019,Hood,13,48221
2019,Hopkins,12,48223
2019,Houston,16,48225
2019,Howard,10,48227
2019,Hudspeth,0,48229
2019,Hunt,44,48231
2019,Hutchinson,1,48233
2019,Irion,0,48235
2019,Jack,2,48237
2019,Jackson,5,48239
2019,Jasper,37,48241
2019,Jeff Davis,0,48243
2019,Jefferson,81,48245
2019,Jim Hogg,0,48247
2019,Jim Wells,13,48249
2019,Johnson,54,48251
2019,Jones,9,48253
2019,Karnes,0,48255
2019,Kaufman,45,48257
2019,Kendall,2,48259
2019,Kenedy,0,48261
2019,Kent,0,48263
2019,Kerr,12,48265
2019,Kimble,3,48267
2019,King,0,48269
2019,Kinney,0,48271
2019,Kleberg,2,48273
2019,Knox,0,48275
2019,Lamar,11,48277
2019,Lamb,4,48279
2019,Lampasas,1,48281
2019,La Salle,1,48283
2019,Lavaca,8,48285
2019,Lee,3,48287
2019,Leon,1,48289
2019,Liberty,36,48291
2019,Limestone,4,48293
2019,Lipscomb,0,48295
2019,Live Oak,7,48297
2019,Llano,7,48299
2019,Loving,0,48301
2019,Lubbock,206,48303
2019,Lynn,2,48305
2019,Mcculloch,0,48307
2019,Mclennan,0,48309
2019,Mcmullen,0,48311
2019,Madison,4,48313
2019,Marion,1,48315
2019,Martin,0,48317
2019,Mason,1,48319
2019,Matagorda,8,48321
2019,Maverick,0,48323
2019,Medina,21,48325
2019,Menard,0,48327
2019,Midland,41,48329
2019,Milam,10,48331
2019,Mills,0,48333
2019,Mitchell,0,48335
2019,Montague,13,48337
2019,Montgomery,119,48339
2019,Moore,3,48341
2019,Morris,1,48343
2019,Motley,0,48345
2019,Nacogdoches,12,48347
2019,Navarro,13,48349
2019,Newton,2,48351
2019,Nolan,9,48353
2019,Nueces,68,48355
2019,Ochiltree,5,48357
2019,Oldham,0,48359
2019,Orange,35,48361
2019,Palo Pinto,28,48363
2019,Panola,3,48365
2019,Parker,37,48367
2019,Parmer,2,48369
2019,Pecos,0,48371
2019,Polk,11,48373
2019,Potter,76,48375
2019,Presidio,0,48377
2019,Rains,12,48379
2019,Randall,50,48381
2019,Reagan,1,48383
2019,Real,5,48385
2019,Red River,3,48387
2019,Reeves,1,48389
2019,Refugio,1,48391
2019,Roberts,0,48393
2019,Robertson,8,48395
2019,Rockwall,2,48397
2019,Runnels,2,48399
2019,Rusk,14,48401
2019,Sabine,6,48403
2019,San Augustine,1,48405
2019,San Jacinto,1,48407
2019,San Patricio,17,48409
2019,San Saba,7,48411
2019,Schleicher,1,48413
2019,Scurry,6,48415
2019,Shackelford,1,48417
2019,Shelby,3,48419
2019,Sherman,2,48421
2019,Smith,49,48423
2019,Somervell,2,48425
2019,Starr,2,48427
2019,Stephens,7,48429
2019,Sterling,0,48431
2019,Stonewall,0,48433
2019,Sutton,0,48435
2019,Swisher,3,48437
2019,Tarrant,273,48439
2019,Taylor,42,48441
2019,Terrell,0,48443
2019,Terry,0,48445
2019,Throckmorton,0,48447
2019,Titus,5,48449
2019,Tom Green,42,48451
2019,Travis,233,48453
2019,Trinity,4,48455
2019,Tyler,7,48457
2019,Upshur,13,48459
2019,Upton,0,48461
2019,Uvalde,9,48463
2019,Val Verde,3,48465
2019,Van Zandt,16,48467
2019,Victoria,14,48469
2019,Walker,7,48471
2019,Waller,11,48473
2019,Ward,0,48475
2019,Washington,8,48477
2019,Webb,32,48479
2019,Wharton,11,48481
2019,Wheeler,3,48483
2019,Wichita,45,48485
2019,Wilbarger,6,48487
2019,Willacy,6,48489
2019,Williamson,122,48491
2019,Wilson,5,48493
2019,Winkler,1,48495
2019,Wise,10,48497
2019,Wood,9,48499
2019,Yoakum,0,48501
2019,Young,12,48503
2019,Zapata,0,48505
2019,Zavala,3,48507
2020,Anderson,16,48001
2020,Andrews,1,48003
2020,Angelina,41,48005
2020,Aransas,19,48007
2020,Archer,2,48009
2020,Armstrong,0,48011
2020,Atascosa,37,48013
2020,Austin,5,48015
2020,Bailey,0,48017
2020,Bandera,8,48019
2020,Bastrop,32,48021
2020,Baylor,1,48023
2020,Bee,9,48025
2020,Bell,106,48027
2020,Bexar,804,48029
2020,Blanco,7,48031
2020,Borden,0,48033
2020,Bosque,7,48035
2020,Bowie,10,48037
2020,Brazoria,35,48039
2020,Brazos,34,48041
2020,Brewster,2,48043
2020,Briscoe,1,48045
2020,Brooks,0,48047
2020,Brown,20,48049
2020,Burleson,8,48051
2020,Burnet,30,48053
2020,Caldwell,17,48055
2020,Calhoun,4,48057
2020,Callahan,4,48059
2020,Cameron,23,48061
2020,Camp,0,48063
2020,Carson,4,48065
2020,Cass,2,48067
2020,Castro,0,48069
2020,Chambers,2,48071
2020,Cherokee,12,48073
2020,Childress,0,48075
2020,Clay,0,48077
2020,Cochran,0,48079
2020,Coke,0,48081
2020,Coleman,1,48083
2020,Collin,66,48085
2020,Collingsworth,4,48087
2020,Colorado,1,48089
2020,Comal,34,48091
2020,Comanche,8,48093
2020,Concho,1,48095
2020,Cooke,27,48097
2020,Coryell,22,48099
2020,Cottle,0,48101
2020,Crane,1,48103
2020,Crockett,0,48105
2020,Crosby,0,48107
2020,Culberson,0,48109
2020,Dallam,7,48111
2020,Dallas,312,48113
2020,Dawson,7,48115
2020,Deaf Smith,1,48117
2020,Delta,2,48119
2020,Denton,111,48121
2020,Dewitt,0,48123
2020,Dickens,0,48125
2020,Dimmit,8,48127
2020,Donley,5,48129
2020,Duval,2,48131
2020,Eastland,7,48133
2020,Ector,49,48135
2020,Edwards,0,48137
2020,Ellis,27,48139
2020,El Paso,63,48141
2020,Erath,1,48143
2020,Falls,0,48145
2020,Fannin,11,48147
2020,Fayette,6,48149
2020,Fisher,0,48151
2020,Floyd,0,48153
2020,Foard,0,48155
2020,Fort Bend,46,48157
2020,Franklin,0,48159
2020,Freestone,3,48161
2020,Frio,7,48163
2020,Gaines,11,48165
2020,Galveston,53,48167
2020,Garza,1,48169
2020,Gillespie,0,48171
2020,Glasscock,0,48173
2020,Goliad,2,48175
2020,Gonzales,3,48177
2020,Gray,3,48179
2020,Grayson,19,48181
2020,Gregg,41,48183
2020,Grimes,9,48185
2020,Guadalupe,28,48187
2020,Hale,12,48189
2020,Hall,0,48191
2020,Hamilton,2,48193
2020,Hansford,0,48195
2020,Hardeman,0,48197
2020,Hardin,18,48199
2020,Harris,592,48201
2020,Harrison,13,48203
2020,Hartley,2,48205
2020,Haskell,2,48207
2020,Hays,43,48209
2020,Hemphill,1,48211
2020,Henderson,37,48213
2020,Hidalgo,28,48215
2020,Hill,16,48217
2020,Hockley,12,48219
2020,Hood,7,48221
2020,Hopkins,13,48223
2020,Houston,9,48225
2020,Howard,11,48227
2020,Hudspeth,0,48229
2020,Hunt,44,48231
2020,Hutchinson,7,48233
2020,Irion,0,48235
2020,Jack,0,48237
2020,Jackson,3,48239
2020,Jasper,11,48241
2020,Jeff Davis,0,48243
2020,Jefferson,70,48245
2020,Jim Hogg,4,48247
2020,Jim Wells,7,48249
2020,Johnson,40,48251
2020,Jones,8,48253
2020,Karnes,8,48255
2020,Kaufman,23,48257
2020,Kendall,8,48259
2020,Kenedy,0,48261
2020,Kent,0,48263
2020,Kerr,15,48265
2020,Kimble,0,48267
2020,King,0,48269
2020,Kinney,4,48271
2020,Kleberg,6,48273
2020,Knox,0,48275
2020,Lamar,11,48277
2020,Lamb,8,48279
2020,Lampasas,14,48281
2020,La Salle,3,48283
2020,Lavaca,10,48285
2020,Lee,2,48287
2020,Leon,4,48289
2020,Liberty,22,48291
2020,Limestone,5,48293
2020,Lipscomb,0,48295
2020,Live Oak,2,48297
2020,Llano,4,48299
2020,Loving,0,48301
2020,Lubbock,151,48303
2020,Lynn,0,48305
2020,Mcculloch,0,48307
2020,Mclennan,0,48309
2020,Mcmullen,0,48311
2020,Madison,8,48313
2020,Marion,3,48315
2020,Martin,0,48317
2020,Mason,0,48319
2020,Matagorda,11,48321
2020,Maverick,3,48323
2020,Medina,18,48325
2020,Menard,0,48327
2020,Midland,34,48329
2020,Milam,15,48331
2020,Mills,2,48333
2020,Mitchell,2,48335
2020,Montague,7,48337
2020,Montgomery,68,48339
2020,Moore,0,48341
2020,Morris,1,48343
2020,Motley,0,48345
2020,Nacogdoches,15,48347
2020,Navarro,10,48349
2020,Newton,4,48351
2020,Nolan,1,48353
2020,Nueces,92,48355
2020,Ochiltree,2,48357
2020,Oldham,0,48359
2020,Orange,31,48361
2020,Palo Pinto,4,48363
2020,Panola,2,48365
2020,Parker,29,48367
2020,Parmer,6,48369
2020,Pecos,2,48371
2020,Polk,9,48373
2020,Potter,60,48375
2020,Presidio,0,48377
2020,Rains,1,48379
2020,Randall,45,48381
2020,Reagan,2,48383
2020,Real,0,48385
2020,Red River,2,48387
2020,Reeves,1,48389
2020,Refugio,0,48391
2020,Roberts,0,48393
2020,Robertson,7,48395
2020,Rockwall,28,48397
2020,Runnels,0,48399
2020,Rusk,17,48401
2020,Sabine,2,48403
2020,San Augustine,3,48405
2020,San Jacinto,4,48407
2020,San Patricio,19,48409
2020,San Saba,6,48411
2020,Schleicher,0,48413
2020,Scurry,6,48415
2020,Shackelford,2,48417
2020,Shelby,3,48419
2020,Sherman,2,48421
2020,Smith,31,48423
2020,Somervell,0,48425
2020,Starr,1,48427
2020,Stephens,0,48429
2020,Sterling,0,48431
2020,Stonewall,0,48433
2020,Sutton,0,48435
2020,Swisher,3,48437
2020,Tarrant,222,48439
2020,Taylor,39,48441
2020,Terrell,0,48443
2020,Terry,6,48445
2020,Throckmorton,0,48447
2020,Titus,7,48449
2020,Tom Green,52,48451
2020,Travis,201,48453
2020,Trinity,9,48455
2020,Tyler,3,48457
2020,Upshur,14,48459
2020,Upton,0,48461
2020,Uvalde,6,48463
2020,Val Verde,9,48465
2020,Van Zandt,28,48467
2020,Victoria,21,48469
2020,Walker,6,48471
2020,Waller,15,48473
2020,Ward,1,48475
2020,Washington,1,48477
2020,Webb,27,48479
2020,Wharton,8,48481
2020,Wheeler,0,48483
2020,Wichita,63,48485
2020,Wilbarger,2,48487
2020,Willacy,3,48489
2020,Williamson,87,48491
2020,Wilson,18,48493
2020,Winkler,4,48495
2020,Wise,18,48497
2020,Wood,4,48499
2020,Yoakum,1,48501
2020,Young,12,48503
2020,Zapata,0,48505
2020,Zavala,2,48507
2021,Anderson,7,48001
2021,Andrews,12,48003
2021,Angelina,35,48005
2021,Aransas,28,48007
2021,Archer,1,48009
2021,Armstrong,0,48011
2021,Atascosa,27,48013
2021,Austin,0,48015
2021,Bailey,0,48017
2021,Bandera,10,48019
2021,Bastrop,17,48021
2021,Baylor,0,48023
2021,Bee,11,48025
2021,Bell,133,48027
2021,Bexar,633,48029
2021,Blanco,0,48031
2021,Borden,0,48033
2021,Bosque,10,48035
2021,Bowie,6,48037
2021,Brazoria,28,48039
2021,Brazos,36,48041
2021,Brewster,0,48043
2021,Briscoe,0,48045
2021,Brooks,1,48047
2021,Brown,19,48049
2021,Burleson,2,48051
2021,Burnet,10,48053
2021,Caldwell,21,48055
2021,Calhoun,0,48057
2021,Callahan,9,48059
2021,Cameron,26,48061
2021,Camp,5,48063
2021,Carson,5,48065
2021,Cass,4,48067
2021,Castro,0,48069
2021,Chambers,1,48071
2021,Cherokee,20,48073
2021,Childress,4,48075
2021,Clay,3,48077
2021,Cochran,0,48079
2021,Coke,0,48081
2021,Coleman,2,48083
2021,Collin,66,48085
2021,Collingsworth,1,48087
2021,Colorado,3,48089
2021,Comal,29,48091
2021,Comanche,3,48093
2021,Concho,0,48095
2021,Cooke,9,48097
2021,Coryell,51,48099
2021,Cottle,0,48101
2021,Crane,0,48103
2021,Crockett,1,48105
2021,Crosby,0,48107
2021,Culberson,2,48109
2021,Dallam,3,48111
2021,Dallas,216,48113
2021,Dawson,6,48115
2021,Deaf Smith,2,48117
2021,Delta,0,48119
2021,Denton,94,48121
2021,Dewitt,0,48123
2021,Dickens,0,48125
2021,Dimmit,3,48127
2021,Donley,2,48129
2021,Duval,1,48131
2021,Eastland,1,48133
2021,Ector,63,48135
2021,Edwards,0,48137
2021,Ellis,15,48139
2021,El Paso,58,48141
2021,Erath,5,48143
2021,Falls,13,48145
2021,Fannin,17,48147
2021,Fayette,5,48149
2021,Fisher,0,48151
2021,Floyd,0,48153
2021,Foard,0,48155
2021,Fort Bend,29,48157
2021,Franklin,6,48159
2021,Freestone,3,48161
2021,Frio,20,48163
2021,Gaines,12,48165
2021,Galveston,29,48167
2021,Garza,0,48169
2021,Gillespie,3,48171
2021,Glasscock,0,48173
2021,Goliad,0,48175
2021,Gonzales,4,48177
2021,Gray,10,48179
2021,Grayson,38,48181
2021,Gregg,45,48183
2021,Grimes,4,48185
2021,Guadalupe,23,48187
2021,Hale,13,48189
2021,Hall,1,48191
2021,Hamilton,0,48193
2021,Hansford,0,48195
2021,Hardeman,1,48197
2021,Hardin,9,48199
2021,Harris,401,48201
2021,Harrison,10,48203
2021,Hartley,0,48205
2021,Haskell,3,48207
2021,Hays,49,48209
2021,Hemphill,0,48211
2021,Henderson,17,48213
2021,Hidalgo,35,48215
2021,Hill,16,48217
2021,Hockley,10,48219
2021,Hood,22,48221
2021,Hopkins,9,48223
2021,Houston,5,48225
2021,Howard,3,48227
2021,Hudspeth,0,48229
2021,Hunt,31,48231
2021,Hutchinson,4,48233
2021,Irion,0,48235
2021,Jack,1,48237
2021,Jackson,11,48239
2021,Jasper,12,48241
2021,Jeff Davis,0,48243
2021,Jefferson,59,48245
2021,Jim Hogg,0,48247
2021,Jim Wells,2,48249
2021,Johnson,31,48251
2021,Jones,9,48253
2021,Karnes,5,48255
2021,Kaufman,21,48257
2021,Kendall,4,48259
2021,Kenedy,0,48261
2021,Kent,0,48263
2021,Kerr,17,48265
2021,Kimble,0,48267
2021,King,0,48269
2021,Kinney,0,48271
2021,Kleberg,3,48273
2021,Knox,0,48275
2021,Lamar,20,48277
2021,Lamb,0,48279
2021,Lampasas,15,48281
2021,La Salle,4,48283
2021,Lavaca,6,48285
2021,Lee,1,48287
2021,Leon,0,48289
2021,Liberty,12,48291
2021,Limestone,7,48293
2021,Lipscomb,0,48295
2021,Live Oak,2,48297
2021,Llano,6,48299
2021,Loving,0,48301
2021,Lubbock,147,48303
2021,Lynn,0,48305
2021,Mcculloch,0,48307
2021,Mclennan,0,48309
2021,Mcmullen,0,48311
2021,Madison,0,48313
2021,Marion,4,48315
2021,Martin,0,48317
2021,Mason,0,48319
2021,Matagorda,6,48321
2021,Maverick,3,48323
2021,Medina,28,48325
2021,Menard,2,48327
2021,Midland,24,48329
2021,Milam,9,48331
2021,Mills,3,48333
2021,Mitchell,0,48335
2021,Montague,12,48337
2021,Montgomery,57,48339
2021,Moore,3,48341
2021,Morris,4,48343
2021,Motley,0,48345
2021,Nacogdoches,26,48347
2021,Navarro,12,48349
2021,Newton,0,48351
2021,Nolan,3,48353
2021,Nueces,44,48355
2021,Ochiltree,0,48357
2021,Oldham,0,48359
2021,Orange,47,48361
2021,Palo Pinto,12,48363
2021,Panola,4,48365
2021,Parker,28,48367
2021,Parmer,1,48369
2021,Pecos,3,48371
2021,Polk,12,48373
2021,Potter,70,48375
2021,Presidio,0,48377
2021,Rains,1,48379
2021,Randall,34,48381
2021,Reagan,0,48383
2021,Real,0,48385
2021,Red River,2,48387
2021,Reeves,3,48389
2021,Refugio,6,48391
2021,Roberts,0,48393
2021,Robertson,3,48395
2021,Rockwall,17,48397
2021,Runnels,6,48399
2021,Rusk,8,48401
2021,Sabine,1,48403
2021,San Augustine,2,48405
2021,San Jacinto,7,48407
2021,San Patricio,12,48409
2021,San Saba,2,48411
2021,Schleicher,0,48413
2021,Scurry,0,48415
2021,Shackelford,0,48417
2021,Shelby,4,48419
2021,Sherman,1,48421
2021,Smith,59,48423
2021,Somervell,0,48425
2021,Starr,0,48427
2021,Stephens,0,48429
2021,Sterling,0,48431
2021,Stonewall,0,48433
2021,Sutton,1,48435
2021,Swisher,4,48437
2021,Tarrant,224,48439
2021,Taylor,56,48441
2021,Terrell,0,48443
2021,Terry,1,48445
2021,Throckmorton,0,48447
2021,Titus,6,48449
2021,Tom Green,51,48451
2021,Travis,191,48453
2021,Trinity,4,48455
2021,Tyler,4,48457
2021,Upshur,29,48459
2021,Upton,1,48461
2021,Uvalde,15,48463
2021,Val Verde,15,48465
2021,Van Zandt,19,48467
2021,Victoria,35,48469
2021,Walker,3,48471
2021,Waller,1,48473
2021,Ward,5,48475
2021,Washington,2,48477
2021,Webb,8,48479
2021,Wharton,2,48481
2021,Wheeler,1,48483
2021,Wichita,30,48485
2021,Wilbarger,0,48487
2021,Willacy,3,48489
2021,Williamson,75,48491
2021,Wilson,7,48493
2021,Winkler,4,48495
2021,Wise,19,48497
2021,Wood,6,48499
2021,Yoakum,0,48501
2021,Young,7,48503
2021,Zapata,1,48505
2021,Zavala,9,48507
2022,Anderson,30,48001
2022,Andrews,3,48003
2022,Angelina,31,48005
2022,Aransas,10,48007
2022,Archer,2,48009
2022,Armstrong,0,48011
2022,Atascosa,35,48013
2022,Austin,3,48015
2022,Bailey,2,48017
2022,Bandera,9,48019
2022,Bastrop,35,48021
2022,Baylor,1,48023
2022,Bee,7,48025
2022,Bell,137,48027
2022,Bexar,609,48029
2022,Blanco,1,48031
2022,Borden,0,48033
2022,Bosque,7,48035
2022,Bowie,10,48037
2022,Brazoria,39,48039
2022,Brazos,35,48041
2022,Brewster,0,48043
2022,Briscoe,3,48045
2022,Brooks,2,48047
2022,Brown,25,48049
2022,Burleson,3,48051
2022,Burnet,22,48053
2022,Caldwell,18,48055
2022,Calhoun,4,48057
2022,Callahan,7,48059
2022,Cameron,27,48061
2022,Camp,3,48063
2022,Carson,1,48065
2022,Cass,5,48067
2022,Castro,2,48069
2022,Chambers,3,48071
2022,Cherokee,19,48073
2022,Childress,0,48075
2022,Clay,4,48077
2022,Cochran,0,48079
2022,Coke,0,48081
2022,Coleman,1,48083
2022,Collin,79,48085
2022,Collingsworth,0,48087
2022,Colorado,6,48089
2022,Comal,32,48091
2022,Comanche,2,48093
2022,Concho,0,48095
2022,Cooke,7,48097
2022,Coryell,33,48099
2022,Cottle,0,48101
2022,Crane,0,48103
2022,Crockett,1,48105
2022,Crosby,0,48107
2022,Culberson,0,48109
2022,Dallam,3,48111
2022,Dallas,254,48113
2022,Dawson,4,48115
2022,Deaf Smith,0,48117
2022,Delta,1,48119
2022,Denton,102,48121
2022,Dewitt,0,48123
2022,Dickens,0,48125
2022,Dimmit,5,48127
2022,Donley,0,48129
2022,Duval,6,48131
2022,Eastland,6,48133
2022,Ector,47,48135
2022,Edwards,0,48137
2022,Ellis,27,48139
2022,El Paso,51,48141
2022,Erath,9,48143
2022,Falls,2,48145
2022,Fannin,16,48147
2022,Fayette,9,48149
2022,Fisher,0,48151
2022,Floyd,0,48153
2022,Foard,0,48155
2022,Fort Bend,39,48157
2022,Franklin,1,48159
2022,Freestone,0,48161
2022,Frio,24,48163
2022,Gaines,1,48165
2022,Galveston,52,48167
2022,Garza,0,48169
2022,Gillespie,4,48171
2022,Glasscock,0,48173
2022,Goliad,1,48175
2022,Gonzales,4,48177
2022,Gray,7,48179
2022,Grayson,22,48181
2022,Gregg,41,48183
2022,Grimes,5,48185
2022,Guadalupe,24,48187
2022,Hale,11,48189
2022,Hall,0,48191
2022,Hamilton,4,48193
2022,Hansford,0,48195
2022,Hardeman,0,48197
2022,Hardin,12,48199
2022,Harris,278,48201
2022,Harrison,10,48203
2022,Hartley,0,48205
2022,Haskell,0,48207
2022,Hays,46,48209
2022,Hemphill,0,48211
2022,Henderson,33,48213
